name,team,pos,defTier,offense,shaped,speed,power,total,defBoost,salary,epmOff,epmDef,epmBasis
"Matas Buzelis",CHI,PF,"Average defender","above average offense",YES,4,10,14,0,540,-0.24,-0.11,"5g 2025 + 77g 2026"
"Jaylon Tyson",CLE,SG,"Average defender","above average offense",YES,10,4,14,0,530,0.56,0.19,"82g 2026"
"Danny Wolf",BKN,PF,"Average defender","",,6,8,14,0,520,-2.05,0.01,"56g 2026"
"Bryce McGowens",NOP,SG,"Slightly negative defender","",,8,6,14,-1,490,-1.37,-1.10,"9g 2025 + 42g 2026"
"Quinten Post",MEM,PF,"Average defender","above average offense",YES,3,11,14,0,490,-0.03,0.05,"15g 2025 + 67g 2026"
"Myles Turner",MIL,C,"Average defender","above average offense",YES,3,11,14,0,480,-0.65,0.07,"11g 2025 + 71g 2026"
"Zaccharie Risacher",DAL,SF,"Average defender","",,7,7,14,-1,470,-1.24,-0.85,"12g 2025 + 70g 2026"
"Svi Mykhailiuk",UTA,SF,"Slightly negative defender","above average offense",YES,10,4,14,-1,460,-0.11,-0.96,"32g 2025 + 50g 2026"
"Kevin Huerter",DET,SF,"Average defender","above average offense",YES,10,4,14,0,460,-0.52,0.19,"8g 2025 + 74g 2026"
"Noah Clowney",BKN,PF,"Slightly negative defender","",,6,8,14,-1,450,-0.91,-1.09,"16g 2025 + 66g 2026"
"Julian Strawther",DEN,SG,"Bad defender","",,8,6,14,-1,440,-1.28,-1.15,"25g 2025 + 57g 2026"
"Pelle Larsson",MIA,SG,"Average defender","above average offense",YES,10,4,14,0,420,-0.35,0.21,"12g 2025 + 70g 2026"
"Vít Krejčí",POR,PG,"Average defender","",,8,6,14,-1,420,-1.16,-0.54,"16g 2025 + 66g 2026"
"Isaiah Jackson",LAC,C,"Average defender","",,6,8,14,-1,420,-1.20,-0.66,"5g 2025 + 55g 2026"
"Deandre Ayton",WAS,C,"Average defender","above average offense",YES,3,11,14,0,400,-0.26,-0.32,"82g 2026"
"Aaron Holiday",HOU,PG,"Average defender","",,9,5,14,0,400,-1.03,-0.16,"21g 2025 + 61g 2026"
"Christian Braun",DEN,SG,"Average defender","above average offense",YES,10,4,14,0,370,0.52,0.25,"32g 2025 + 50g 2026"
"Terance Mann",BKN,SG,"Average defender","",,8,6,14,-1,350,-1.23,-0.68,"19g 2025 + 63g 2026"
"Ryan Nembhard",ATL,PG,"Slightly negative defender","",,9,5,14,-1,350,-1.01,-0.91,"60g 2026"
"Jalen Pickett",LAC,SG,"Average defender","",,9,5,14,-1,350,-1.30,-0.27,"37g 2025 + 45g 2026"
"Pete Nance",MIL,PF,"Slightly negative defender","",,6,8,14,-1,350,-1.05,-0.92,"10g 2025 + 44g 2026"
"Kenrich Williams",OKC,PF,"Average defender","",,6,8,14,-1,350,-0.87,-0.49,"20g 2025 + 62g 2026"
"Luke Kornet",SAS,C,"Average defender","above average offense",YES,3,11,14,0,320,0.22,0.08,"82g 2026"
"Will Richard",GSW,SG,"Average defender","",,8,6,14,0,320,-1.71,-0.02,"69g 2026"
"Adem Bona",PHI,C,"Average defender","",,5,9,14,0,300,-2.20,0.30,"4g 2025 + 78g 2026"
"Keon Ellis",BKN,SG,"Average defender","",,9,5,14,0,280,-2.43,0.50,"82g 2026"
"John Konchar",2TM,SG,"Good defender","",,8,6,14,1,220,-2.55,1.04,"26g 2025 + 56g 2026"
"Spencer Jones",DEN,SF,"Average defender","",,7,7,14,0,210,-2.53,0.33,"13g 2025 + 69g 2026"
"Tristan Vukcevic",WAS,C,"Bad defender","above average offense",YES,3,10,13,-1,1020,-0.28,-1.44,"31g 2025 + 48g 2026"
"Shaedon Sharpe",POR,SG,"Average defender","above average offense",YES,10,3,13,-1,690,-0.25,-0.89,"27g 2025 + 55g 2026"
"Alex Sarr",WAS,C,"Average defender","above average offense",YES,3,10,13,0,680,-0.09,-0.47,"48g 2026"
"Jared McCain",OKC,SG,"Slightly negative defender","",,8,5,13,-1,680,-1.15,-1.09,"79g 2026"
"Keldon Johnson",SAS,SF,"Average defender","above average offense",YES,9,4,13,0,670,0.28,0.26,"82g 2026"
"Jeremiah Fears",NOP,PG,"Bad defender","",,8,5,13,-1,650,-1.43,-1.16,"82g 2026"
"Jerami Grant",MEM,PF,"Average defender","above average offense",YES,9,4,13,-1,640,0.50,-0.67,"20g 2025 + 62g 2026"
"Brandon Ingram",TOR,SF,"Average defender","above average offense",YES,9,4,13,-1,630,0.45,-0.64,"82g 2026"
"Gui Santos",GSW,PF,"Average defender","above average offense",YES,9,4,13,0,600,-0.30,0.06,"14g 2025 + 68g 2026"
"John Collins",DET,PF,"Average defender","above average offense",YES,3,10,13,0,590,-0.03,-0.41,"13g 2025 + 69g 2026"
"Russell Westbrook",SAC,SF,"Average defender","above average offense",YES,10,3,13,-1,530,-0.36,-0.45,"18g 2025 + 64g 2026"
"Marvin Bagley III",DEN,PF,"Average defender","above average offense",YES,3,10,13,-1,520,-0.01,-0.72,"22g 2025 + 60g 2026"
"Naji Marshall",DAL,SF,"Average defender","above average offense",YES,9,4,13,0,510,-0.33,0.04,"8g 2025 + 74g 2026"
"Guerschon Yabusele",2TM,C,"Average defender","",,5,8,13,-1,510,-1.07,-0.86,"16g 2025 + 66g 2026"
"Nikola Jović",MIA,PF,"Average defender","",,5,8,13,1,490,-2.08,0.31,"37g 2025 + 45g 2026"
"Egor Dëmin",BKN,PG,"Average defender","above average offense",YES,10,3,13,-1,460,-0.25,-0.61,"52g 2026"
"Daniel Gafford",DAL,C,"Average defender","above average offense",YES,3,10,13,-1,450,0.22,-0.42,"27g 2025 + 55g 2026"
"Dennis Schröder",CHA,PG,"Average defender","",,8,5,13,-1,440,-1.44,-0.73,"82g 2026"
"Corey Kispert",ATL,SF,"Awful defender","above average offense",YES,7,6,13,-2,430,-0.69,-1.81,"19g 2025 + 63g 2026"
"Caris LeVert",MIL,SG,"Average defender","",,7,6,13,0,410,-2.67,0.21,"9g 2025 + 73g 2026"
"Aaron Nesmith",IND,SF,"Average defender","above average offense",YES,9,4,13,0,400,0.40,-0.06,"37g 2025 + 45g 2026"
"Terrence Shannon Jr.",MIN,SG,"Average defender","",,7,6,13,-1,390,-1.82,-0.85,"32g 2025 + 50g 2026"
"Jaylen Wells",MEM,SG,"Average defender","above average offense",YES,9,4,13,-1,370,0.13,-0.49,"13g 2025 + 69g 2026"
"Taylor Hendricks",MEM,PF,"Average defender","",,6,7,13,0,370,-2.08,-0.47,"3g 2025 + 58g 2026"
"Jett Howard",DAL,SF,"Bad defender","",,7,6,13,-2,350,-1.38,-1.54,"27g 2025 + 55g 2026"
"Al Horford",GSW,C,"Average defender","above average offense",YES,3,10,13,0,340,-0.24,0.49,"37g 2025 + 45g 2026"
"A.J. Green",MIL,SG,"Bad defender","above average offense",YES,10,3,13,-2,320,0.18,-1.46,"4g 2025 + 78g 2026"
"Justin Edwards",PHI,SF,"Slightly negative defender","",,7,6,13,-1,300,-1.19,-1.04,"14g 2025 + 68g 2026"
"Harrison Barnes",SAS,PF,"Average defender","above average offense",YES,4,9,13,-1,290,0.41,-0.66,"82g 2026"
"Landry Shamet",NYK,SG,"Average defender","above average offense",YES,10,3,13,0,290,-0.66,0.09,"12g 2025 + 70g 2026"
"Kasparas Jakučionis",MIL,PG,"Average defender","above average offense",YES,10,3,13,0,260,-0.37,-0.23,"51g 2026"
"Zeke Nnaji",DEN,PF,"Good defender","",,5,8,13,1,170,-3.07,0.81,"32g 2025 + 50g 2026"
"Leonard Miller",CHI,SF,"Average defender","above average offense",YES,8,4,12,-1,820,-0.54,-0.67,"10g 2025 + 42g 2026"
"Tim Hardaway Jr.",MIA,SG,"Awful defender","above average offense",YES,9,3,12,-2,610,0.81,-1.74,"82g 2026"
"Kyle Filipowski",UTA,C,"Bad defender","above average offense",YES,3,9,12,-1,590,0.11,-1.53,"5g 2025 + 77g 2026"
"DeMar DeRozan",SAC,PF,"Awful defender","above average offense",YES,8,4,12,-2,550,1.31,-2.28,"5g 2025 + 77g 2026"
"Tre Johnson",WAS,SG,"Awful defender","",,7,5,12,-2,550,-1.17,-1.66,"60g 2026"
"Brandon Williams",GSW,PG,"Average defender","above average offense",YES,9,3,12,-1,550,-0.32,-0.67,"16g 2025 + 66g 2026"
"Justin Champagnie",WAS,SF,"Average defender","above average offense",YES,8,4,12,-1,490,-0.07,-0.61,"14g 2025 + 68g 2026"
"Derik Queen",NOP,C,"Slightly negative defender","",,5,7,12,-1,480,-1.67,-1.11,"81g 2026"
"Klay Thompson",MIA,SF,"Average defender","above average offense",YES,9,3,12,0,460,-0.60,-0.14,"13g 2025 + 69g 2026"
"Pat Spencer",PHX,PG,"Bad defender","",,7,5,12,-2,430,-1.62,-1.33,"18g 2025 + 64g 2026"
"Maxime Raynaud",SAC,C,"Awful defender","",,4,8,12,-2,420,-0.76,-2.02,"74g 2026"
"Jevon Carter",ORL,PG,"Slightly negative defender","",,8,4,12,-1,400,-1.18,-1.01,"28g 2025 + 54g 2026"
"Khris Middleton",WAS,SF,"Slightly negative defender","",,6,6,12,-1,390,-0.95,-0.96,"19g 2025 + 63g 2026"
"Kobe Brown",IND,PF,"Bad defender","",,5,7,12,-2,390,-1.79,-1.27,"25g 2025 + 57g 2026"
"Ace Bailey",UTA,SF,"Bad defender","",,6,6,12,-1,380,-1.29,-1.40,"72g 2026"
"Nique Clifford",SAC,SG,"Average defender","",,7,5,12,0,300,-2.67,-0.19,"75g 2026"
"Tyrese Martin",PHI,SG,"Average defender","",,7,5,12,-1,300,-1.93,-0.76,"37g 2025 + 45g 2026"
"Kentavious Caldwell-Pope",PHI,SG,"Average defender","",,7,5,12,-1,270,-1.76,-0.10,"31g 2025 + 51g 2026"
"Kyle Anderson",TOR,SF,"Average defender","",,6,6,12,0,270,-2.55,0.30,"31g 2025 + 51g 2026"
"Ben Sheppard",IND,SG,"Slightly negative defender","",,7,5,12,-1,260,-1.96,-0.93,"17g 2025 + 65g 2026"
"Gradey Dick",TOR,SG,"Average defender","",,7,5,12,0,250,-2.14,-0.52,"7g 2025 + 75g 2026"
"Luke Kennard",PHX,SG,"Slightly negative defender","above average offense",YES,9,3,12,-1,240,-0.23,-1.08,"82g 2026"
"Jarred Vanderbilt",LAL,PF,"Average defender","",,6,6,12,0,230,-2.30,-0.20,"10g 2025 + 72g 2026"
"Nicolas Batum",LAC,PF,"Average defender","",,5,7,12,-1,170,-2.20,-0.46,"8g 2025 + 74g 2026"
"Sidy Cissoko",POR,SF,"Average defender","",,7,5,12,0,150,-2.94,0.04,"8g 2025 + 74g 2026"
"Caleb Martin",DAL,SF,"Good defender","",,7,5,12,1,150,-3.79,0.76,"26g 2025 + 56g 2026"
"Gabe Vincent",ATL,PG,"Average defender","",,7,5,12,-1,120,-1.94,-0.66,"23g 2025 + 59g 2026"
"Bobby Portis",MIA,PF,"Bad defender","above average offense",YES,3,8,11,-2,650,0.20,-1.61,"15g 2025 + 67g 2026"
"Malik Monk",SAC,SG,"Bad defender","above average offense",YES,9,2,11,-2,530,0.04,-1.60,"20g 2025 + 62g 2026"
"Sharife Cooper",WAS,PG,"Awful defender","",,7,4,11,-2,480,-1.29,-2.07,"40g 2026"
"Caleb Love",PHI,SG,"Awful defender","",,7,4,11,-2,460,-1.49,-1.95,"47g 2026"
"Buddy Hield",ATL,SG,"Average defender","above average offense",YES,8,3,11,-1,340,-0.69,-0.59,"29g 2025 + 53g 2026"
"Rui Hachimura",LAC,PF,"Average defender","",,3,8,11,-1,320,-0.78,-0.84,"4g 2025 + 78g 2026"
"Isaac Okoro",CHI,SG,"Average defender","above average offense",YES,8,3,11,-1,190,-0.67,-0.55,"19g 2025 + 63g 2026"
"Noah Penda",ORL,SF,"Slightly negative defender","",,6,5,11,-1,150,-2.59,-0.90,"56g 2026"
"Ochai Agbaji",2TM,SG,"Average defender","",,6,5,11,0,140,-2.60,0.05,"21g 2025 + 61g 2026"
"Micah Peavy",NOP,SG,"Average defender","",,6,5,11,0,30,-2.98,-0.21,"57g 2026"
"Brice Sensabaugh",UTA,SF,"Awful defender","above average offense",YES,7,3,10,-2,650,0.23,-2.21,"8g 2025 + 74g 2026"
"De'Andre Hunter",SAC,SF,"Average defender","above average offense",YES,7,3,10,-1,530,-0.29,-0.32,"37g 2025 + 45g 2026"
"Isaiah Collier",UTA,PG,"Awful defender","",,6,4,10,-2,370,-1.86,-2.15,"23g 2025 + 59g 2026"
"Jarace Walker",IND,PF,"Slightly negative defender","",,5,5,10,-1,370,-2.43,-1.13,"6g 2025 + 76g 2026"
"Anthony Gill",WAS,PF,"Bad defender","",,4,6,10,-2,330,-2.31,-1.51,"36g 2025 + 46g 2026"
"Walter Clayton",MEM,PG,"Awful defender","",,6,4,10,-2,310,-1.68,-2.05,"69g 2026"
"Gary Trent Jr.",MIL,SG,"Bad defender","",,6,4,10,-2,220,-1.47,-1.60,"19g 2025 + 63g 2026"
"Bruce Brown",DEN,SG,"Average defender","",,6,4,10,0,190,-3.32,-0.36,"82g 2026"
"Ousmane Dieng",MIL,C,"Slightly negative defender","",,4,5,9,-2,310,-2.50,-1.06,"26g 2025 + 56g 2026"
"Drew Eubanks",SAC,C,"Bad defender","",,3,6,9,-1,210,-2.48,-1.48,"40g 2025 + 42g 2026"
"Jalen Wilson",ATL,PF,"Bad defender","",,4,5,9,-2,190,-2.16,-1.60,"29g 2025 + 53g 2026"
"Cody Williams",MIN,SG,"Awful defender","",,5,4,9,-2,170,-3.16,-1.66,"15g 2025 + 67g 2026"
"Jericho Sims",MIL,C,"Awful defender","",,3,6,9,-2,100,-2.07,-1.94,"17g 2025 + 65g 2026"
"Gary Harris",DET,SG,"Average defender","",,5,4,9,-1,10,-3.18,0.28,"35g 2025 + 47g 2026"
"Cam Thomas",2TM,SG,"Awful defender","above average offense",YES,6,2,8,-3,540,0.94,-2.75,"25g 2025 + 42g 2026"
"Will Riley",WAS,SF,"Awful defender","",,4,4,8,-3,460,-2.09,-2.57,"74g 2026"
"Bub Carrington",WAS,PG,"Awful defender","",,5,3,8,-3,360,-1.86,-2.78,"82g 2026"
"Trendon Watford",NOP,PF,"Bad defender","",,3,5,8,-2,350,-2.50,-1.19,"25g 2025 + 57g 2026"
"Patrick Williams",CHI,PF,"Average defender","",,4,4,8,0,170,-4.05,-0.45,"10g 2025 + 72g 2026"
"Drake Powell",BKN,SG,"Average defender","",,5,3,8,-1,20,-4.12,-0.75,"63g 2026"
"Tyus Jones",DEN,PG,"Awful defender","",,5,3,8,-2,10,-2.21,-1.65,"14g 2025 + 68g 2026"
"Tre Mann",WAS,PG,"Bad defender","",,4,3,7,-2,230,-2.91,-1.56,"13g 2025 + 51g 2026"
"Nolan Traoré",BKN,PG,"Awful defender","",,4,3,7,-2,140,-3.16,-1.81,"55g 2026"
"Nick Richards",MIA,C,"Awful defender","",,2,4,6,-3,330,-2.53,-2.19,"35g 2025 + 47g 2026"
"Ben Saraf",BKN,SG,"Bad defender","",,3,3,6,-1,100,-4.67,-1.45,"44g 2026"
"Rob Dillingham",CHI,PG,"Average defender","",,4,2,6,-1,60,-4.43,-0.73,"18g 2025 + 64g 2026"
"Jordan Hawkins",NOP,SG,"Awful defender","",,4,2,6,-2,20,-3.06,-2.19,"36g 2025 + 46g 2026"
"Rayan Rupert",PHI,SG,"Slightly negative defender","",,3,3,6,-1,10,-4.29,-0.99,"20g 2025 + 62g 2026"
